cliente_id,nome,sobrenome,sexo,idade,email,telefone,cidade,estado,data_cadastro
76,Davi,Correia,M,73.0,davi.correia145@outlook.com,(27)92388-6072,Recife,MG,24-12-14
77,Davi,Martins,F,50.0,davi.martins974@hotmail.com,(28)93538-2264,Londrina,ES,25-01-10
78,Aline,Souza,M,60.0,aline.souza158@hotmail.com,(32)98170-1715,Feira de Santana,GO,23-08-07
79,Eduardo,Costa,F,52.0,eduardo.costa199@outlook.com,(47)97256-9239,Campo Grande,RS,22-10-11
80,Pedro,Ribeiro,M,48.0,pedro.ribeiro529@gmail.com,(76)93414-8167,Rio de Janeiro,GO,23-12-17
81,Roberto,Souza,M,43.0,roberto.souza84@outlook.com,(94)96493-3392,Invalido,GO,22-10-12
83,Helena,Araujo,M,19.0,invalido,(96)92402-9576,Joinville,MT,24-11-05
84,Ricardo,Dias,F,20.0,ricardo.dias17@outlook.com,(91)92698-6447,Invalido,PE,22-12-25
85,Bernardo,Rocha,M,80.0,invalido,Invalido,Porto Alegre,SC,24-11-21
86,Bianca,Dias,F,48.0,bianca.dias800@gmail.com,(58)98159-7553,Goiânia,MG,24-10-13
87,Gustavo,Barbosa,F,35.0,gustavo.barbosa617@hotmail.com,(95)95843-6021,Goiânia,CE,24-06-28
88,João,Freitas,F,73.0,invalido,(97)93621-1510,Belo Horizonte,GO,22-03-13
90,Vanessa,Barbosa,M,42.0,vanessa.barbosa267@yahoo.com.br,(73)94279-3009,Belo Horizonte,CE,24-06-30
91,Bernardo,Nascimento,M,60.0,bernardo.nascimento298@outlook.com,(92)93852-6922,Campo Grande,ES,22-10-12
92,Vanessa,Silva,F,41.0,vanessa.silva565@hotmail.com,(72)99612-7730,Feira de Santana,RS,22-06-01
93,Bernardo,Barbosa,M,40.0,bernardo.barbosa133@yahoo.com.br,(77)93507-5982,Uberlândia,RS,23-12-10
94,Aline,Almeida,F,48.0,aline.almeida311@gmail.com,(30)93804-6531,Invalido,RJ,22-04-04
95,Caio,Melo,F,34.0,caio.melo32@yahoo.com.br,(49)98912-5012,Salvador,PA,22-11-20
96,Patricia,Rocha,M,31.0,patricia.rocha736@outlook.com,(27)97070-9437,Recife,RJ,23-07-02
97,Gabriel,Santos,F,21.0,gabriel.santos429@hotmail.com,(84)96123-4110,Uberlândia,GO,23-09-24
98,Marcos,Gomes,M,50.0,invalido,(97)98710-5681,Invalido,MG,23-06-26
99,Murilo,Gomes,M,48.0,murilo.gomes296@gmail.com,(90)92946-3108,Niterói,PR,25-02-16
100,Murilo,Lima,F,30.0,murilo.lima47@gmail.com,(69)93440-9446,Belo Horizonte,MG,24-03-15
101,Nicolas,Almeida,F,55.0,nicolas.almeida307@yahoo.com.br,(64)96040-1436,Vitória,ES,25-03-30
102,Enzo,Souza,F,55.0,invalido,(64)93481-7765,Porto Alegre,GO,22-05-08
103,Aline,Ferreira,F,53.0,aline.ferreira322@hotmail.com,(97)95331-8932,Porto Alegre,SC,23-04-06
104,Laura,Moreira,F,36.0,laura.moreira358@outlook.com,(61)96654-3399,Invalido,RJ,23-12-11
105,Theo,Rodrigues,M,65.0,theo.rodrigues278@outlook.com,(42)91831-9700,Caxias do Sul,SC,23-11-08
106,Carlos,Monteiro,M,67.0,carlos.monteiro958@yahoo.com.br,(52)95676-1969,Rio de Janeiro,CE,22-03-18
107,Felipe,Martins,M,74.0,felipe.martins407@yahoo.com.br,(48)91613-1151,Londrina,PR,23-08-06
108,Theo,Araujo,M,51.0,theo.araujo480@outlook.com,(69)95215-4050,São Paulo,MS,23-01-31
109,Arthur,Gomes,F,70.0,arthur.gomes686@gmail.com,(42)91111-5272,Salvador,PR,23-09-11
110,Tatiane,Silva,M,34.0,tatiane.silva122@yahoo.com.br,(50)92923-5833,Joinville,MG,24-09-06
111,Nicolas,Correia,F,41.0,nicolas.correia822@hotmail.com,(21)99609-8319,Campo Grande,PA,22-05-07
113,Bernardo,Almeida,M,48.0,invalido,(18)92130-8734,Campinas,MG,24-05-10
114,Ricardo,Rocha,F,73.0,ricardo.rocha700@hotmail.com,(79)97439-9664,Belo Horizonte,SP,22-02-16
115,Luiz,Monteiro,F,64.0,luiz.monteiro254@yahoo.com.br,(25)91527-7868,Vitória,SP,23-05-08
116,Carlos,Correia,M,20.0,carlos.correia46@yahoo.com.br,(18)93295-9255,Londrina,MS,23-10-16
117,Caio,Monteiro,F,70.0,caio.monteiro677@hotmail.com,(86)93869-7999,Recife,PE,24-02-20
118,Bruno,Teixeira,F,44.0,bruno.teixeira773@yahoo.com.br,(29)98586-1944,Recife,MT,22-10-02
119,Larissa,Ferreira,F,39.0,invalido,(20)94082-4555,Cuiabá,SC,22-02-01
120,Julia,Freitas,F,25.0,julia.freitas713@hotmail.com,(47)97236-8639,Recife,PR,24-11-16
121,Luiz,Santos,F,69.0,luiz.santos328@hotmail.com,(39)93390-1265,Curitiba,CE,24-05-05
122,Julia,Nascimento,M,32.0,julia.nascimento671@outlook.com,(93)99037-8550,Uberlândia,MG,25-01-24
123,Bianca,Ribeiro,M,48.0,bianca.ribeiro685@gmail.com,(40)92113-3474,São Paulo,SP,24-09-16
124,Maria,Silva,M,48.0,maria.silva740@outlook.com,(97)98054-3937,Niterói,RS,23-01-29
125,Larissa,Carvalho,M,35.0,larissa.carvalho416@yahoo.com.br,(98)92320-1519,Rio de Janeiro,GO,22-04-25
126,Samuel,Pereira,F,23.0,samuel.pereira340@gmail.com,(99)98790-5441,Campinas,SC,25-01-17
127,João,Pereira,M,77.0,invalido,(20)95903-3661,Fortaleza,BA,25-01-12
128,Murilo,Freitas,M,26.0,invalido,Invalido,Invalido,GO,24-10-01
129,Carolina,Gomes,F,45.0,carolina.gomes634@outlook.com,(30)97225-3527,Salvador,SP,23-09-24
130,Murilo,Rodrigues,M,24.0,murilo.rodrigues571@yahoo.com.br,(87)96315-7311,São Paulo,RJ,25-02-19
131,Beatriz,Melo,F,51.0,beatriz.melo276@outlook.com,(46)97899-5911,Cuiabá,RS,24-10-12
132,Julia,Rocha,M,24.0,julia.rocha341@yahoo.com.br,(94)93230-5922,Florianópolis,GO,23-10-06
134,Henrique,Ferreira,M,46.0,henrique.ferreira815@yahoo.com.br,(43)93525-7932,Salvador,GO,25-04-07
135,Renata,Teixeira,F,44.0,renata.teixeira832@gmail.com,(32)91725-7547,Florianópolis,SP,22-07-21
136,Renata,Freitas,M,51.0,renata.freitas401@yahoo.com.br,(55)91402-8909,Niterói,RJ,22-08-26
137,Enzo,Lima,F,40.0,enzo.lima534@yahoo.com.br,(68)96225-2100,Invalido,SP,23-12-04
138,Bernardo,Pereira,M,77.0,bernardo.pereira566@hotmail.com,(62)94022-4053,Feira de Santana,RS,24-07-09
139,Ricardo,Silva,F,63.0,ricardo.silva829@gmail.com,(57)96340-4228,Goiânia,GO,24-12-16
140,Bruno,Correia,M,42.0,bruno.correia866@yahoo.com.br,(49)92388-3194,Florianópolis,MG,24-02-04
141,Renata,Gomes,F,44.0,renata.gomes499@hotmail.com,(51)98389-1878,Joinville,RS,24-02-26
142,Renata,Ribeiro,F,49.0,renata.ribeiro861@yahoo.com.br,Invalido,Invalido,SC,22-12-11
143,Tatiane,Freitas,M,67.0,tatiane.freitas275@outlook.com,(67)99951-4580,Feira de Santana,ES,23-05-22
144,João,Rocha,M,34.0,invalido,(89)98015-3719,Vitória,RS,22-05-02
145,Bianca,Rodrigues,F,56.0,bianca.rodrigues300@outlook.com,(97)92560-3221,Feira de Santana,PE,22-09-17
146,Mateus,Costa,M,27.0,mateus.costa693@yahoo.com.br,(64)97146-8405,Rio de Janeiro,RJ,24-04-05
147,Camila,Teixeira,F,77.0,camila.teixeira336@gmail.com,(69)96869-2037,Recife,RS,24-10-10
148,Isabela,Nascimento,F,53.0,invalido,Invalido,Uberlândia,SC,23-02-19
149,Mateus,Ribeiro,F,37.0,mateus.ribeiro370@outlook.com,(17)97493-6005,Caxias do Sul,RJ,22-01-03
150,Lucas,Lima,F,48.0,lucas.lima713@outlook.com,(27)98826-2160,Caxias do Sul,RJ,22-07-31
151,Laura,Lima,M,42.0,invalido,Invalido,Uberlândia,PE,22-11-07
152,Miguel,Monteiro,M,46.0,miguel.monteiro144@gmail.com,(51)93290-5059,Curitiba,MS,23-08-07
153,Samuel,Silva,F,72.0,samuel.silva622@hotmail.com,Invalido,Cuiabá,PE,22-05-26
154,Ana,Carvalho,F,77.0,ana.carvalho583@yahoo.com.br,(20)91273-2106,São Paulo,PA,24-03-26
155,Arthur,Teixeira,F,50.0,arthur.teixeira85@hotmail.com,(37)93545-9788,Florianópolis,PE,22-05-16
156,Daniel,Freitas,M,79.0,daniel.freitas947@yahoo.com.br,Invalido,Invalido,SP,22-12-02
157,Vinicius,Barbosa,F,51.0,vinicius.barbosa130@outlook.com,(53)98034-5456,Campo Grande,MS,22-06-07
158,Renata,Carvalho,M,21.0,renata.carvalho262@gmail.com,(76)91042-1721,São Paulo,BA,22-11-04
159,João,Araujo,F,69.0,invalido,(84)97108-2956,Campo Grande,,24-11-22
160,Fernando,Oliveira,F,74.0,fernando.oliveira319@outlook.com,(48)95979-4974,Goiânia,ES,23-02-05
161,Bianca,Moreira,M,68.0,bianca.moreira25@hotmail.com,(12)96488-1023,Salvador,RJ,23-02-25
162,Beatriz,Martins,M,49.0,beatriz.martins96@gmail.com,(58)98511-2391,Fortaleza,BA,22-06-03
163,Pedro,Martins,M,60.0,pedro.martins872@outlook.com,(52)96211-8417,Curitiba,MG,25-04-12
164,Carlos,Pereira,F,46.0,carlos.pereira367@hotmail.com,(22)93582-5984,Invalido,PR,22-10-31
166,Mateus,Ferreira,M,70.0,invalido,(27)92506-6432,Invalido,MG,25-03-21
167,Enzo,Gomes,M,48.0,enzo.gomes931@hotmail.com,(89)95026-5835,Cuiabá,SP,22-06-29
168,Mateus,Martins,M,30.0,mateus.martins822@gmail.com,(80)98940-6636,Fortaleza,MG,22-02-23
169,Fernanda,Silva,F,75.0,fernanda.silva484@outlook.com,(23)95060-4951,Curitiba,CE,22-04-25
170,Fernanda,Melo,F,72.0,fernanda.melo860@hotmail.com,(56)91462-6761,Fortaleza,RS,24-10-05
171,Felipe,Dias,M,20.0,invalido,(33)96301-1975,São Paulo,MG,22-08-16
172,Gustavo,Oliveira,F,41.0,gustavo.oliveira345@outlook.com,(66)98982-6198,Uberlândia,MS,24-01-01
173,Sofia,Pereira,F,42.0,sofia.pereira747@gmail.com,(83)91530-3983,Vitória,MS,23-03-29
174,Carlos,Dias,M,27.0,carlos.dias328@hotmail.com,(96)96500-8317,São Paulo,RJ,23-12-19
176,Carlos,Oliveira,F,39.0,carlos.oliveira77@gmail.com,(14)98066-3703,Vitória,RJ,23-11-10
177,Julia,Martins,F,62.0,julia.martins305@hotmail.com,(73)93516-1893,Invalido,PE,24-09-10
178,Maria,Ferreira,M,28.0,maria.ferreira119@outlook.com,(44)92493-9914,Salvador,PR,23-01-18
179,Larissa,Rocha,F,47.0,larissa.rocha155@gmail.com,(86)94727-1999,Salvador,MT,24-08-30
180,Beatriz,Dias,M,48.0,beatriz.dias776@yahoo.com.br,(35)93067-1699,Feira de Santana,RS,22-10-30
181,Larissa,Nascimento,M,76.0,larissa.nascimento570@yahoo.com.br,(12)99561-7874,Niterói,MS,25-04-08
183,Samuel,Costa,F,21.0,samuel.costa21@outlook.com,(73)92609-4734,Belo Horizonte,ES,23-10-20
184,Roberto,Correia,F,59.0,roberto.correia844@yahoo.com.br,(18)99442-3604,Rio de Janeiro,MG,24-12-09
185,Maria,Pereira,M,30.0,maria.pereira256@gmail.com,(46)97035-8605,Campo Grande,PE,22-03-04
186,Vanessa,Correia,F,46.0,vanessa.correia359@outlook.com,(99)92480-5670,São Paulo,MS,23-03-15
187,Theo,Costa,F,61.0,theo.costa886@gmail.com,(12)94666-5135,Vitória,CE,23-07-18
188,Ricardo,Carvalho,F,47.0,ricardo.carvalho534@yahoo.com.br,Invalido,Joinville,SC,23-09-04
189,Patricia,Oliveira,F,39.0,patricia.oliveira268@outlook.com,(18)97620-6236,Belo Horizonte,SC,23-06-16
190,Fernando,Gomes,F,48.0,fernando.gomes228@yahoo.com.br,(32)93967-5813,Niterói,CE,25-02-18
191,Felipe,Monteiro,M,75.0,felipe.monteiro229@outlook.com,(85)95817-8598,Niterói,MS,25-04-03
192,Lucas,Dias,M,74.0,lucas.dias391@outlook.com,(36)96614-7704,Fortaleza,MG,23-10-10
193,Felipe,Moreira,M,23.0,felipe.moreira60@gmail.com,(84)93595-9021,Rio de Janeiro,BA,24-04-06
194,Patricia,Gomes,F,48.0,patricia.gomes914@outlook.com,Invalido,Caxias do Sul,SC,22-09-22
196,Enzo,Lima,M,31.0,enzo.lima729@gmail.com,(90)91796-1785,Niterói,PA,24-05-03
197,Paulo,Araujo,M,34.0,paulo.araujo703@gmail.com,(45)93247-7862,Niterói,SC,22-08-22
198,Vanessa,Ferreira,F,56.0,vanessa.ferreira997@hotmail.com,(81)99132-4402,Cuiabá,PA,22-08-15
199,Davi,Dias,M,27.0,davi.dias104@outlook.com,(44)98606-1820,Niterói,SC,24-01-08
200,Bruno,Martins,M,48.0,bruno.martins142@hotmail.com,(45)92522-7105,Florianópolis,GO,23-07-11
201,Samuel,Dias,M,69.0,samuel.dias713@gmail.com,(86)98908-8178,Uberlândia,MS,22-03-01
202,Enzo,Lima,M,48.0,invalido,Invalido,Campo Grande,MS,23-04-04
204,Bruno,Costa,M,39.0,bruno.costa564@yahoo.com.br,(84)98341-2442,Cuiabá,GO,22-02-06
205,Roberto,Souza,M,53.0,roberto.souza987@outlook.com,(69)96584-6953,Campinas,PR,25-02-21
206,Helena,Dias,F,63.0,invalido,(48)99973-9552,Joinville,SP,24-10-05
207,Henrique,Freitas,F,64.0,henrique.freitas193@gmail.com,(35)96536-2765,Invalido,PE,22-09-10
208,Eduardo,Rocha,M,60.0,eduardo.rocha5@gmail.com,(76)93903-3845,Belo Horizonte,MS,23-10-22
209,Ricardo,Martins,M,80.0,ricardo.martins987@outlook.com,(63)99393-5897,Recife,MT,23-03-22
210,Miguel,Teixeira,M,36.0,miguel.teixeira666@hotmail.com,(25)96771-8870,Fortaleza,BA,24-12-29
212,Carlos,Correia,M,73.0,carlos.correia575@yahoo.com.br,(47)91769-7251,Salvador,PE,23-10-03
213,Pedro,Silva,F,65.0,pedro.silva934@outlook.com,(35)95819-8353,Uberlândia,SP,24-11-18
214,João,Martins,M,35.0,invalido,(30)96285-1833,Vitória,ES,25-03-18
215,Lucas,Teixeira,M,38.0,lucas.teixeira806@hotmail.com,(39)94495-6437,Florianópolis,ES,24-12-22
216,Carolina,Moreira,M,80.0,carolina.moreira457@hotmail.com,(16)96258-7248,Niterói,SC,22-02-20
217,Caio,Carvalho,F,50.0,caio.carvalho304@hotmail.com,(79)99736-1120,Rio de Janeiro,RS,24-05-18
218,Amanda,Araujo,F,71.0,amanda.araujo963@gmail.com,(53)91620-2433,Rio de Janeiro,MT,22-05-25
219,Fernanda,Rodrigues,F,44.0,fernanda.rodrigues18@yahoo.com.br,(90)92036-1745,Rio de Janeiro,SC,23-09-10
220,Isabela,Moreira,F,77.0,isabela.moreira32@yahoo.com.br,(80)95832-3360,Londrina,ES,24-02-04
221,Ana,Araujo,M,48.0,ana.araujo587@yahoo.com.br,(55)94469-7760,Campo Grande,MS,23-06-02
222,Felipe,Monteiro,M,69.0,felipe.monteiro955@yahoo.com.br,(43)92608-4234,Fortaleza,MG,23-04-26
223,Miguel,Oliveira,F,75.0,miguel.oliveira632@outlook.com,(51)98017-3762,São Paulo,CE,24-06-12
224,Gustavo,Lima,F,61.0,gustavo.lima368@outlook.com,(21)95597-3293,Recife,PE,22-06-06
225,Maria,Barbosa,M,48.0,maria.barbosa565@outlook.com,(30)96993-7430,Caxias do Sul,SC,22-10-02
226,Renata,Oliveira,M,43.0,renata.oliveira869@hotmail.com,(83)93395-8921,Invalido,RS,22-05-09
227,Fernanda,Souza,F,60.0,fernanda.souza940@yahoo.com.br,Invalido,Florianópolis,PE,23-07-15
228,Larissa,Melo,F,52.0,larissa.melo375@gmail.com,(77)97649-6781,Joinville,MS,22-01-14
229,Mateus,Rocha,F,28.0,mateus.rocha192@hotmail.com,(40)97793-6410,Niterói,RS,22-11-27
230,Roberto,Silva,M,48.0,invalido,(62)91305-5644,Rio de Janeiro,GO,24-09-13
231,Roberto,Correia,M,27.0,roberto.correia524@outlook.com,(87)92127-4765,Salvador,RS,24-12-06
232,Renata,Monteiro,M,44.0,renata.monteiro924@gmail.com,(22)98901-3135,Vitória,SC,24-12-05
233,João,Teixeira,F,51.0,invalido,(84)92600-7971,Belo Horizonte,RJ,23-08-04
234,Bianca,Martins,M,34.0,bianca.martins121@gmail.com,(63)96935-2746,Belo Horizonte,SC,25-01-02
235,Gustavo,Correia,F,35.0,gustavo.correia424@yahoo.com.br,(50)96641-7522,Belo Horizonte,CE,23-04-16
236,Samuel,Pereira,F,24.0,samuel.pereira821@gmail.com,Invalido,Belo Horizonte,RJ,22-05-12
237,Gustavo,Oliveira,F,48.0,gustavo.oliveira534@outlook.com,(33)99099-8192,São Paulo,ES,24-11-27
239,Marcos,Araujo,F,36.0,marcos.araujo836@outlook.com,(62)91076-5277,Uberlândia,RJ,24-10-27
240,Paulo,Barbosa,F,79.0,paulo.barbosa990@yahoo.com.br,(69)98548-1448,Cuiabá,,23-04-16
241,Roberto,Carvalho,F,51.0,roberto.carvalho96@yahoo.com.br,Invalido,Cuiabá,MS,23-07-06
242,Nicolas,Monteiro,F,77.0,nicolas.monteiro241@hotmail.com,(42)96833-3555,Niterói,PA,22-01-14
243,Bianca,Souza,F,72.0,bianca.souza903@outlook.com,(46)97518-4638,Fortaleza,BA,24-09-06
244,João,Barbosa,M,40.0,invalido,Invalido,Porto Alegre,PR,23-06-16
245,Larissa,Costa,F,35.0,larissa.costa511@yahoo.com.br,(62)95581-8384,Uberlândia,PE,23-04-14
246,Enzo,Rodrigues,F,69.0,enzo.rodrigues201@hotmail.com,(12)93893-7906,Cuiabá,PE,24-11-24
247,Bruno,Dias,M,37.0,invalido,(68)96483-5256,Joinville,ES,23-06-12
248,Roberto,Santos,M,40.0,roberto.santos666@hotmail.com,(76)98987-8322,Rio de Janeiro,PE,22-10-24
249,Arthur,Nascimento,F,44.0,arthur.nascimento74@gmail.com,(48)95382-7479,Curitiba,PR,24-12-02
251,Aline,Moreira,M,23.0,aline.moreira954@yahoo.com.br,(91)93071-3150,Campo Grande,RS,23-10-29
252,Luiz,Araujo,F,77.0,luiz.araujo972@hotmail.com,(83)98126-9576,Recife,MT,23-04-11
253,Eduardo,Almeida,M,41.0,eduardo.almeida1@hotmail.com,Invalido,Cuiabá,ES,23-08-23
254,Ana,Araujo,F,41.0,ana.araujo168@yahoo.com.br,Invalido,Campo Grande,ES,23-07-11
255,Nicolas,Araujo,M,69.0,nicolas.araujo187@hotmail.com,(45)99060-4076,Invalido,PA,23-01-16
256,Isabela,Rodrigues,M,26.0,isabela.rodrigues155@gmail.com,(74)97084-8597,Campinas,MG,22-04-25
257,Fernando,Oliveira,M,52.0,fernando.oliveira257@yahoo.com.br,(42)97304-8257,Caxias do Sul,PA,22-07-12
258,Amanda,Dias,F,42.0,amanda.dias163@gmail.com,(72)95895-4255,Joinville,RS,22-08-20
259,Daniel,Nascimento,F,18.0,invalido,(99)93539-7084,Rio de Janeiro,PE,23-11-25
260,Murilo,Ribeiro,M,48.0,murilo.ribeiro239@outlook.com,(67)94161-1349,Salvador,SP,24-09-20
261,Carolina,Almeida,M,52.0,carolina.almeida557@outlook.com,(87)93627-2128,Campo Grande,SC,25-01-14
262,Ana,Moreira,M,58.0,ana.moreira635@outlook.com,(95)99830-7348,Porto Alegre,MT,22-11-12
263,Bruno,Martins,M,59.0,bruno.martins69@gmail.com,(36)92753-8952,Porto Alegre,BA,24-09-30
264,Samuel,Melo,M,48.0,samuel.melo944@hotmail.com,(70)91994-6913,Recife,PR,22-04-30
265,Camila,Barbosa,F,20.0,camila.barbosa222@gmail.com,(35)99621-5075,Fortaleza,CE,25-02-17
266,Carlos,Moreira,F,58.0,carlos.moreira438@gmail.com,(54)93591-9747,Vitória,PR,25-01-31
267,Bruno,Carvalho,F,44.0,bruno.carvalho332@hotmail.com,(43)96898-8412,Goiânia,PA,23-08-06
